path	sentence
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/879.wav	mi siqmi nin syayh?».
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/578.wav	tiki toqǒla nye».
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1692.wav	Lorcǣy Lorcǣy! 
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1564.wav	"Tiki yaad tadawa ti Noy mărădyaŋg anh wǣynyah ңacyekimh ңabtadawa,"
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1086.wav	yal-yaah asryeqǣqăndih.
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1380.wav	"Yendh anada anih to asăwada sidya sǣrmh mǣta yat ănyad ŋămgǣ̌ǣd tobqnanda ŋodh,"
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/669.wav	yalăndoh asăwamboyh ŋǣqnimh.
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/954.wav	wǣwăko syermh syertan tădaw?»
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/612.wav	"usuwǣy maqniwq ya yāmh,"
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/648.wav	"«Mǣr maqniwq,"
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1030.wav	matq piya sănoorh. 
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/143.wav	"orpa pya"", "
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/360.wav	"ǣwuwnanda aya, Siirtyar,"
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1509.wav	"Tăd tayh mǣdā,"
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/432.wav	yesya arwă̌da ayerta tălāda. 
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/175.wav	Ti.
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/822.wav	Maqniwq: «adami ŋulih puucyaŋǣ ăya».
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1043.wav	"Ŋandowh, yedămda tyedada yah ni soqǒyda nyaŋǣdya siqiw ăbărtămh piryeqmaq niqimŋaq tiki yed ŋămgǣh ăncyerq ŋǣdakǣ̄ anih,"
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/742.wav	tiki malh ayaq matq ăbiiw.
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1468.wav	Ŋǣwarinda syerh  yal-yeq(yadăl-yeq).
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1600.wav	 Ңaaq. 
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1334.wav	Siqiw yurq uryodah tǣda siqiw yonarq.
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/296.wav	"mih tih Pyelyadkah amgǣǣwh ŋilʹnyakuna, "
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/558.wav	Wadini maqniw tiki puda [nyeracbortʃiwo] wadyetidaqmaq.
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1526.wav	"Ti niwŋaq, syowna anta ŋăwăr tănyaŋawq? "
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/861.wav	Muŋgoq pyay abi lǣdǣmda yolʹcyedō.
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1255.wav	tiki păsih nyu puucyaqyada ŋanih onărawih. 
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/570.wav	«Tiki?
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1024.wav	«Taslār?»  maqniwq.
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/517.wav	maqniwq.
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1389.wav	yada ăyadmh. 
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1182.wav	"Ti maqniwq: «Ilyewah yambănh tǣwodăwǣmi ow maqniwq nyero yaah tyer ŋăwoqmami maqniwq ŋarănda ŋawoqmaădani tyedah maqniwq ti,"
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/17.wav	Muŋguyăna 
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1203.wav	«iy yōo maqniwq tadawa maqniwq ancyerq tăryerkamh tadyebya ŋǣya».
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/418.wav	"«Torŏwah, Siirtya, anyah pyar?» "
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/361.wav	tika maqniwq:
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1465.wav	nyaarq ŋămgǣrimh anā.
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/91.wav	tyuquy yah obamh ăbărŋadoh. 
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1365.wav	mari yesida ǣnyakiq tikăad yaaq ăyaq.
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1189.wav	ăncyerkart nida mǣŋguh.
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/188.wav	"Ti yada ǣsyatini', mimani' yamban' ŋob' tim' oni'."
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/577.wav	"Tikar maqniwq ti tăd nyernyah tărcya ilamh piliq ponh yǎŋgowaq yeqǣ̌mnya mănʹ taryemh syertawǣmi,"
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1144.wav	"Maqniwq: «Sit toqǒla wǣnyekomh niw săpăŋguq,"
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1544.wav	ănyana ǣwaki?
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/449.wav	«Sidya asăwamh odamcʹ.
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1502.wav	Tiki asăwar syaqnirinda unănda ădryoq ănyamna tănyamna ŋǣdălyortaki.
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1412.wav	"Nyeŋǣ mǣmda tyuquqkuh mǣda ŋăbtimda,"
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1702.wav	 Tyerkuda ңamgǣyq? 
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/247.wav	"anyaŋid tamna ŋamdyo onaraŋgaŋgu"", "
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1187.wav	"todabcyaqyandoh ǣwanh tikanh puucyada pǣrŋada anih,"
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1381.wav	"tădaw maqniwq padraah anmh yarka nidawq irkādtaq,"
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/616.wav	"«Tăryemh nibqnanda ilyeŋgōq anihni,"
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/887.wav	"Tikanh ŋodh ŋabtarkada nisyǎda,"
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/619.wav	"tiki nyer maqniwq, "
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1116.wav	ŋămgǣ ponh pǣrtada.
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/994.wav	ǣbidya yar?
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1060.wav	«Yekarq». 
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/515.wav	"Maqniwq tikar maqniwq ilyewanda yambanh maqniwq solotǣri talyebi, ti."
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/719.wav	"adăndoh sidya ǣwanh siqiw ăbir,"
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/382.wav	Tămna ǣqniwh tăkawaad(tikăăwaad).
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1525.wav	noy myadikocyah myunya.
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/404.wav	"«Wǣy yabtkoyenh wadămi tǣwrain,"
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1677.wav	 Padibir? 
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1701.wav	  Manʹ putkomyeyh. 
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1368.wav	"ŋuliq ǣsyǎtiq tid, "
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/319.wav	āslarăqninamh. 
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/886.wav	«Ŋaatani syermi tuyesami sosoqmaădani lăŋgh nih ti pilih ponh maqniwq ilyewani yambanh ŋabtaŋguw».
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1378.wav	"Tădaw tiki ănanda ninya padraah ănanda ninya tadh taăbyad yendh anada, "
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/297.wav	manyaq tiqnaq aqmaqawq. 
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1323.wav	syudbya wǣsăkoh nye nyunh maqniwq: «Mănʹ myakni andadmh».
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1220.wav	yesya wadămi ti tanyanyoq tyuriq tyuliba mǣta yesyǎ wădămi.
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/298.wav	Ŋawnaawandoh 
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/318.wav	Ŋămgǣmh tikāna pǣrtawaq?
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/765.wav	"Yabtkoyenh, "
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1606.wav	Manʹ laanakow manqmaq “Lǣqmoqrakoq. 
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/427.wav	syanh unath yadwăki ŋanih.
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/753.wav	"«Tyedah mănʹ mǣdămd,"
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/973.wav	"Ti ŋǣya, muncyalma."
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1014.wav	Nyenǣsyanda ŋodq maqniwq ŋarkaaw ŋǣwi yedda syanri ăbărtamh nyalranakǣ̄. 
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/234.wav	"Nyerdye to""ma""rindo' amgǣd ŋǣsa "
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1042.wav	mănʹ ărqni tyedăŋguw».
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1515.wav	"Tiki noyah nyād myadmh syerta,"
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1054.wav	Muŋgoh pyay ăbir syudbyaq moncăŋgăqyaq tăsih yaah ith tyalkaădtasyetida.
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/229.wav	"Ti"" lyekar"" ŋǣya"" mal' tikaana mǣcʹ. "
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1542.wav	" «Tiki noy ănyana aya, tiki noy ănyana ăya!»"
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/596.wav	yalyah paryeŋoda maqnisawq:
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1665.wav	 Ңaaq. 
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1013.wav	"ŋămcidoh yaŋgaq tăryemh pyadaw, tăryemh."
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/692.wav	tyaănyaŋi wārda ŋodʹrindoh ŋadibyerŋaq.
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1437.wav	ŋǣryoy sirăda aqă̌miqmaq.
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/330.wav	uh mandadăma.
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/962.wav	«ărqni anni tinimā ărqni ăbărtinimā ărqni ăbartin».
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1020.wav	"Măniyeǣwa nyenǣcyaq ŋǣwaq tikăana ŋuliq ŋokaq, tǣri tikaana ŋoniq."
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/426.wav	"Pudăna myata ŋǣqniw,"
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1727.wav	 Manǣmanyepǣ  yutladasʹ. 
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1057.wav	nămdar?»
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/772.wav	Puucyakui ti ărta ayuqniwq. 
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/587.wav	nye yǎŋgoya.
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1456.wav	"nyabănda nyeh ănmh, "
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1374.wav	ŋămgǣda mălye yendăta yaqă̌wli. 
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1007.wav	mănʹ tyukini ărqni ăbărpăŋun».
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1174.wav	"Tăryemh sirŋā anih, "
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1438.wav	Sirănda aqămqmaad yǎtrih tăryemh nyaarq Tǣsʹdanda syenyey syanormiq myatoh ŋoqmaqaqtǣwih tyuku ăncyerq ŋaq ŋămgǣh? 
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/984.wav	"ănni, ănni tiq ŋǣqniqimh»."
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/307.wav	piliqkondoh ŋuliq tiki midoh ŋokaq. 
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1523.wav	ŋămgǣh myunya mǣdmh?
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/147.wav	"ta tămna mantir""ni""ma tiki tina"". "
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/221.wav	(Smye.)
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1397.wav	Tǣǣyuta nyana ǣsawa yonǣnye tida. 
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/385.wav	"Nyenǣy myaq aniq,"
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/508.wav	"Tad ǣwanda tǣwiwaq niwi syurambyuq anih maqniwq mi,"
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1264.wav	tyorsawǣyh myattyu.
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/885.wav	tiki pasih nyu puucya maqniw:
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/505.wav	Siirtyah ŋanih ida yadǣliq.
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/378.wav	"ayeradh paryeŋoda ărta tyenyewa, maqniwq,"
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1649.wav	 Lǣqmoqrakow yedyokad taq! 
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1367.wav	"ŋuliq widărăŋaah, ŋuliq ŋilyekadyosyǎtiih,"
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1152.wav	"Maqniwq: «Sit toqǒla wǣnyekomh tibkaăna niw săpăŋguq, "
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/216.wav	"pǣ""ya"" "
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/239.wav	taryem' ti 
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/146.wav	"Tăka ta""ălʹna madma mǣŋgu"","
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1624.wav	Tikaawaad sidya abiiyud ңǣdaraqnidimh.  
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/173.wav	"ibya' tyempyeraturada tanya, "
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/591.wav	"ŋanih taki nyaănda pyodaŋgu, ti – "
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1289.wav	"Yonǣdǣǣnanda yaah nyah lǣbtăna syudbyako tidǣh ŋǣŋgu,"
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/523.wav	"Ti nyaanda ŋanih man-in, "
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/486.wav	"Maqniwq pări yǎŋgoda tad nyernyah,"
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1712.wav	"Tiki nyada aniq tiki mi wandakomda nǣda aniq ǣwakuda syancyokuda malh ңam-yada, "
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1076.wav	"taykuna syanăkulwa asryoqyaqmi tăniwa,"
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/500.wav	Ti maqniwq mănʹ woltawini.
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/278.wav	"obamda abart ti, "
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/100.wav	Mǣŋǣ tiki pih tyaah ŋobh mǣqyaq
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1201.wav	"«ǣy, adǣymh tadawa maqniwq sinyakurkaq anʹq maqniwq tyaananda [nyeracbortʃiwo]»."
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1005.wav	"pyadăr miq, "
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1686.wav	Posabitoңǣ pondaңǣ myerq tobaqңǣnaniңǣǣ ңǣni yudaңǣqgudamңǣ.
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/111.wav	"maqnyu"": «ăbărcʹ nyu"" tara"", "
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/435.wav	yesya arwăda maqniwq yaanda mantǣyq. 
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1091.wav	"tikaăna palli tănya ŋadʹbata,"
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/647.wav	paryeŋodăanda maqniwq mi:
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1337.wav	mǣqŋadmh. 
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/354.wav	Nyabtindh tǣwa tyuku padmh minye tămna syurămyubi.
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1741.wav	 Myadh nyo? 
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1181.wav	tǣwodăwǣmi ow».
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1123.wav	Syudbya wǣsako păŋgălmǣǣnanda manondqnidawh nyukcyamda.
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/670.wav	"Siqiw ăbir ŋobh tănya una ŋǣwadiq,"
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1618.wav	mi anye ǣqmyaqad abiiyuta yewǣyh syancyoko ңamcyatida.  
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/420.wav	"«Mănʹ taki yesya arwmh wadăbăda maqniwq, "
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1687.wav	" Wo, kakiye poʒyelaniya! "
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/303.wav	"Tiki tiq, nyabiq tikiq "
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/145.wav	Ŋǣya tika orpido'.
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1517.wav	"Nyabi ŋamdyorta nihmǣda tiki myadh myuh tah ayeda, "
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/217.wav	"Ŋa tikar ŋawnanda tiki mancarawa yolʹcyaŋgana ŋuda masarpawancʹ tawi niw' ŋa"". "
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1225.wav	Wǣsăkoqyada ŋodh pinh ăya syudbya wǣsăkoqyand puucya ŋarŋociyeda nǣkălŋa.
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1568.wav	"Nyeңǣ tadawa yanh aqmiq aniq anya uyumgart myath wuni myattyuq aniq tyeǣ Wǣǣlya irinda myadh nyana ǣqniwq,"
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/952.wav	Ŋaaq.
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1623.wav	“Ңuliq yabtkoyenh siqmi nyodih ayeq maqniwq Ңǣbt yambamh   tabcakǣdmh nyabakomi tabcakǣdmh.q 
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1729.wav	 Maqniwq sidya abi toңaancʹ yutnabcyandih pǣңǣ anadincʹ. 
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/882.wav	nimda panǣnda nih syara ŋanih tyeǣ tohnyana ŋanih ăya.
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/963.wav	[nyeracbortʃiwo].
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/89.wav	ŋa tyukorkaăna nyaărq alʹmyer. 
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/983.wav	«Mănʹ ărqni ilăŋgun –
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/869.wav	ayerta ŋodh ti păkăltih ŋanih ith arbilih.
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1752.wav	 Manʹ obcow manqmaq puucyah piya alworta
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1529.wav	piinya anh irna towonda.
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/982.wav	"«Ŋǣda, tăd ŋămganih!»"
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1036.wav	"păromlasyǎtida,"
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/790.wav	"Puucya pinh aya,"
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1328.wav	Siqiw yurh uryoda.
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1064.wav	«alyamh nin adabasyatuh?»
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1283.wav	"«adăŋguqniqrawh maqniwq tyedah,"
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/497.wav	"Maqniwq tiki wǣbărkar maqniwq ŋobkărt alyamh niq ayebyuq maqniwq tiki maqniwq,"
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/219.wav	"ti puna mancayana"" pud "
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/386.wav	"nyenǣy myadikocya aniq,"
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1501.wav	nyenyamda ti tyukuh tyukuh nyeŋǣ asăwaănda ti miqŋaduma anih.
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/731.wav	Maqniwq: 
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1270.wav	Syudbya wǣsăko ŋanih tǣri muncyalma.
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/124.wav	"Tăkaăd ubtaăna tăd yurkinaq, "
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/274.wav	"tǣrinandoh aŋgawiq niqimh ŋaq, "
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/645.wav	"ti, tyeǣ yanda yolʹcyandh. "
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/468.wav	Maqniwq yaah tyuquqnyayuna maqmaniwq ŋămgǣrih toqǒla maqniwq yesyaqmaăna yuǔna yuŋgudima. 
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/961.wav	«Tălʹqnyaku tuh!»
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1442.wav	"Waqnoqmitoh syerh waqniq tiq ŋǣdakiq,"
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1745.wav	 Manʹ obcow manqmaq sidya nyumda ңawlambadaanda lǣdǣrida ayowi
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1579.wav	nyenǣciyeni ңokawna yaңgumcʹ pǣңga pǣyadq aniq tikanda tyuku laanakoh ңamgǣq nyaamna wadasyalmadmh. 
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1561.wav	Ti pilibtariq ti anaqmadih ti.
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/286.wav	ti tǣǣqnaq tǣǣqnaqta tikaana awi.
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/29.wav	Nisyani wǣsakoh ŋǣsiit tikaăd mănʹ măncăralluwh.
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1423.wav	orkih yay niwi ŋǣbat syurpyuq».
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1467.wav	"Yekar maq(niqd)amh tinik yekar ŋămgǣ ŋǣdaki, ti."
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/642.wav	"Ti solotǣy minărtar ŋanih inumdqniwh,"
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/399.wav	Maqniwq ancyerh ŋǣdaki?
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/383.wav	  Syanrinda ponh mǣbq mimbqnanda ŋodh nyerănda nyana ŋobh myaq. 
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1028.wav	Tuh ǣwăna yekar ŋămgǣrkaawmh mănǣqŋaq tuda pinyaŋi ǣwuwna.
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1405.wav	"ilye tobqni nyadănd oŋguwăwa, "
/home/jbottenb/repositories/nlp_research/dli_del_dev001/data/wav_split_gold/1563.wav	Ңobh ңǣsiqңaq tiki nyenǣciyed pyeryenitoh nyah tikitoh yambanh.
