,Unnamed: 0,index,start,end,transcription,source,lang,full_path_infile,full_path_outfile,log_file_name,recognized
1045,1045,1045,1627.2,1628.94,Syudbyandaŋilhyalăndohtudopǣrŋa,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1045.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1045.log,ðivjɛntamidjaltutuuvɛa
1046,1046,1046,1628.94,1630.417,pidaŋilănadanyenǣyŋămcaq,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1046.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1046.log,atateçleːs
1047,1047,1047,1631.755,1632.628,Syudbyawǣsakomannaqmaq:,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1047.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1047.log,askoman
1048,1048,1048,1632.628,1635.351,Tyedahyaanilăŋganaŋamdyodadmhŋaatŋamdyolawamihilyewahyambanh»,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1048.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1048.log,tjaɲtantanadeðamahatankimoːmiːlwjampan
1049,1049,1049,1637.029,1638.092,Muŋgohpyayăbimaqniwq:,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1049.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1049.log,upeɾetmaloɲ
1050,1050,1050,1638.092,1640.065,"Mi,ŋōrtanyenǣcyaŋgawănyarinaŋamdyoyawa,",Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1050.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1050.log,watəɲipoːɲeɾinmmtʃjɔ
1051,1051,1051,1641.477,1642.72,yaahlăŋganamănʹŋamdyodadmh»,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1051.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1051.log,aladanamkida
1052,1052,1052,1645.192,1646.5020000000002,"Yaahlăŋgaănaŋamdǣ̄anih,",Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1052.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1052.log,alakanamteːri
1053,1053,1053,1646.503,1651.401,MuŋgohpyayăbiyathtiŋămgǣhpirkănairsuhŋăworŋaahSyudbyawǣsakomhmăniyedātarsihtyukiwidărăŋō,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1053.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1053.log,npustaeɾiʎesiitekanesoaeθjedoalskomijeðaatkokutaɾaŋwa
1054,1054,1054,1653.307,1656.961,Muŋgohpyayăbirsyudbyaqmoncăŋgăqyaqtăsihyaahithtyalkaădtasyetida,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1054.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1054.log,uːkupjaihabirʃoinomoltapajataçeːihajiptialkataʃtuːde
1055,1055,1055,1657.362,1657.98,Irikǣh,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1055.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1055.log,iːte
1056,1056,1056,1659.047,1660.169,alyasānwonda,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1056.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1056.log,haʎesanvonta
1057,1057,1057,1661.382,1662.001,nămdar?»,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1057.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1057.log,anda
1058,1058,1058,1662.244,1662.829,Nămdaw».,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1058.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1058.log,anta
1059,1059,1059,1663.6029999999998,1664.609,Yaaralǣqŋa?»,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1059.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1059.log,jiːhadahaləŋə
1060,1060,1060,1665.781,1666.438,Yekarq».,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1060.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1060.log,kar
1061,1061,1061,1667.486,1668.78,alyamhpyuuwabhănyaalǣsq».,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1061.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1061.log,aləmbabanhadiːs
1062,1062,1062,1669.098,1669.535,Kălǣ,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1062.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1062.log,ande
1063,1063,1063,1669.535,1671.13,ŋăwǣdpǣrcyatinilyewandyambănh?»,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1063.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1063.log,oːvɛdʒɪktʌdniwatiːmən
1064,1064,1064,1672.049,1673.263,alyamhninadabasyatuh?»,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1064.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1064.log,anamaːvɪçtuː
1065,1065,1065,1673.601,1674.186,Yāŋgō»,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1065.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1065.log,-
1066,1066,1066,1674.83,1675.918,Tikandaŋăwopǣrŋan?»,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1066.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1066.log,adammema
1067,1067,1067,1677.1429999999998,1678.615,"Yāŋgō,tǣriyahtaborokoqmana».",Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1067.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1067.log,ubosaɾiataðoo
1068,1068,1068,1679.206,1680.256,Yahtaborqŋămgǣ?»,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1068.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1068.log,jantanaranke
1069,1069,1069,1681.317,1682.895,Yahtaborkananyenǣcʹhancyerqilyeŋgu?»,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1069.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1069.log,andarokaɲenatikeru
1070,1070,1070,1683.799,1686.206,Nyenǣciyeqŋămcarininawhŋaworqilyewandyambanh,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1070.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1070.log,jenteːɲəntriːnnaɡoːrivantiamən
1071,1071,1071,1687.211,1688.614,nyenǣcyahŋămcaawyathŋăwărwuniŋaq»,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1071.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1071.log,dʒantat
1072,1072,1072,1691.45,1692.569,Yeddihsusa,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1072.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1072.log,iːtiː
1073,1073,1073,1693.8370000000002,1695.582,"Muŋgohpyayăbimannaqmaq:«Mănʹmyakniayadmh,",Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1073.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1073.log,ahamvanamminaːkoɲihja
1074,1074,1074,1695.582,1696.564,adamiŋătyena»,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1074.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1074.log,aːiːtiːa
1075,1075,1075,1698.609,1699.454,"Yebtako,nyoorcyananʹq",Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1075.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1075.log,iːtakaɲjena
1076,1076,1076,1699.454,1701.098,taykunasyanăkulwaasryoqyaqmităniwa,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1076.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1076.log,daɪkonɪçanopolohasrentiː
1077,1077,1077,1701.098,1704.11,andanăwamyattyenyewawăwa»,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1077.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1077.log,andanambukatmɛtkenauːa
1078,1078,1078,1707.171,1708.348,adabhtyenyewănăkǣdmh,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1078.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1078.log,anatika
1079,1079,1079,1708.35,1709.078,"mănʹmyattyenyewaw,",Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1079.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1079.log,-
1080,1080,1080,1709.078,1710.945,"tăŋociyedaqmadmalhtyenyewin».
",Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1080.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1080.log,tadʒiːðəmamanti
1081,1081,1081,1723.105,1724.391,"Ta,ănyanaŋaasryor",Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1081.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1081.log,dafaɲenakasr
1082,1082,1082,1724.391,1724.922,ubta?»,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1082.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1082.log,ʁuta
1083,1083,1083,1725.2320000000002,1725.997,"Yǎŋgu,aăi»",Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1083.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1083.log,a
1084,1084,1084,1727.5770000000002,1728.1429999999998,ǣǣ̄nih».,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1084.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1084.log,heɪ
1085,1085,1085,1732.78,1736.48,"MuŋgohpyayăbinyandatadSyudbyawǣsăkohpumnaMuŋgohpyayăbinidawhnǣkălh,",Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1085.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1085.log,ukoteiaziɲantadaθjodelukwatʃkukunamuŋkotajiadviɲiːtaːumulaka
1086,1086,1086,1736.48,1738.125,yal-yaahasryeqǣqăndih,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1086.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1086.log,jahafasentʃi
1087,1087,1087,1738.862,1740.786,Syaarihunatyadbătiŋodhŋulihyalǣma,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1087.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1087.log,aiːponiaðaotʃoueialema
1088,1088,1088,1741.072,1742.6570000000002,piŋămgǣhnyerqniwhsusaq,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1088.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1088.log,opiːʌnkeɲerɲiːmse
1089,1089,1089,1743.2089999999998,1744.071,Nyenǣsyaasryoŋǣwi,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1089.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1089.log,tʃapat
1090,1090,1090,1744.071,1748.057,syudbyakoasryeqǣhyernyaŋobhsyudbyakoyesyasălqyaqnyenǣcyahlihyamb,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1090.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1090.log,ŋsotepihaːsɡejeiːbopsedlokojesjasalɲentʃaluduːjja
1091,1091,1091,1748.057,1749.645,tikaănapallitănyaŋadʹbata,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1091.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1091.log,tʃekannaktaɲamai
1092,1092,1092,1749.645,1750.796,tikanhtǣw-yaah.,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1092.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1092.log,antaa
1093,1093,1093,1751.616,1754.561,Muŋgohpyayăbităryemhsirŋayesyasalhǣwanaŋulihyalăndohalmyerqliq.,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1093.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1093.log,teːvetrefirmajesaɡeːanudabɔamer
1094,1094,1094,1755.763,1756.642,"almyerqŋǣwaq,",Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1094.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1094.log,-
1095,1095,1095,1756.642,1759.664,almyerqliqŋulihŋarandaŋulihtikaănaŋaq,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1095.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1095.log,abemaipanla
1096,1096,1096,1760.826,1761.427,Nyukcyā,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1096.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1096.log,uːdʒa
1097,1097,1097,1761.427,1762.741,tyedaŋumdămihniŋgăanih,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1097.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1097.log,keðaadymiɲika
1098,1098,1098,1762.741,1764.69,ŋumdămihniŋgăanihtisyanakodanih»,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1098.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1098.log,ʊnduːɪnɡaɲeːtʃeçanopoɾleɲiː
1099,1099,1099,1766.1760000000002,1768.1429999999998,Tyukuyesyasalhyedhninihmanondhniqnimh,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1099.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1099.log,kujesjesalɡialɡunieɲomanotidiː
1100,1100,1100,1769.091,1769.588,ŋaaq».,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1100.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1100.log,-
1101,1101,1101,1770.556,1773.37,Sidyasyudbyarŋuwoniŋgasyaarihpiruwnaŋuwoniŋgnakǣǣh,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1101.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1101.log,diʃakatamupuiːkaɕaːrpihumuɲekanaka
1102,1102,1102,1773.37,1773.662,ŋuwqmaq.,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1102.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1102.log,-
1103,1103,1103,1773.662,1775.496,Tyedahsyaranihnyaarhsawna»,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1103.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1103.log,maunkelfaʒanitɲahrsaːna
1104,1104,1104,1777.1270000000002,1778.6729999999998,Syaribapyaydyehanih,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1104.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1104.log,ʃarvadeaðeːaniː
1105,1105,1105,1778.967,1780.1229999999998,"tinyerărkahtikimimh,",Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1105.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1105.log,kiːɲartento
1106,1106,1106,1780.388,1781.241,takimimhosyanyoq,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1106.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1106.log,takomukosi
